TiePointId,MunicipalityName,TiePointName,LPCSNorthing,LPCSEasting,PPCSNorthing,PPCSEasting,PRSNorthing,PRSEasting
6820,BENITO SOLIVEN,"CAD 616-D, MBM # 16",,,1859505.804,609773.883,,
6821,BENITO SOLIVEN,"CAD 616-D, MBM # 17",,,1859640.965,608387.873,,
6822,BENITO SOLIVEN,"CAD 616-D, MBM # 18",,,1858292.52,606626.72,,
6823,BENITO SOLIVEN,"CAD 616-D, MBM # 19",,,1857225.95,607168.039,,
6824,BENITO SOLIVEN,"CAD 616-D, MBM # 2",,,1880816.24,604897.55,,
6825,BENITO SOLIVEN,"CAD 616-D, MBM # 20",,,1856452.685,607349.143,,
6826,BENITO SOLIVEN,"CAD 616-D, MBM # 21",,,1854953.532,607009.18,,
6827,BENITO SOLIVEN,"CAD 616-D, MBM # 22",,,1854252.687,604404.228,,
6828,BENITO SOLIVEN,"CAD 616-D, MBM # 23",,,1854769.34,603583.02,,
6829,BENITO SOLIVEN,"CAD 616-D, MBM # 24",,,1855946.72,603291.12,,
6830,BENITO SOLIVEN,"CAD 616-D, MBM # 25",,,1857869.85,603819.225,,
6831,BENITO SOLIVEN,"CAD 616-D, MBM # 26",,,1858834.1,604084.22,,
6832,BENITO SOLIVEN,"CAD 616-D, MBM # 27",,,1861513.163,602781.712,,
6833,BENITO SOLIVEN,"CAD 616-D, MBM # 28",,,1864393.979,601787.567,,
6834,BENITO SOLIVEN,"CAD 616-D, MBM # 29",,,1866407.58,600372.95,,
6835,BENITO SOLIVEN,"CAD 616-D, MBM # 3",,,1880245.51,604889.07,,
6836,BENITO SOLIVEN,"CAD 616-D, MBM # 30",,,1867376.57,599726.39,,
6837,BENITO SOLIVEN,"CAD 616-D, MBM # 31",,,1869200.8,599154.67,,
6838,BENITO SOLIVEN,"CAD 616-D, MBM # 32",,,1870479.21,599011.81,,
6839,BENITO SOLIVEN,"CAD 616-D, MBM # 33",,,1872564.75,599692.77,,
6840,BENITO SOLIVEN,"CAD 616-D, MBM # 34",,,1874355.03,599649.45,,
6841,BENITO SOLIVEN,"CAD 616-D, MBM # 35",,,1875725.379,596760.38,,
6842,BENITO SOLIVEN,"CAD 616-D, MBM # 36",,,1875491.87,598178.55,,
6843,BENITO SOLIVEN,"CAD 616-D, MBM # 37",,,1875713.33,599663.47,,
6844,BENITO SOLIVEN,"CAD 616-D, MBM # 38",,,1876897.33,599660.06,,
6845,BENITO SOLIVEN,"CAD 616-D, MBM # 39",,,1877843.657,599657.328,,
6846,BENITO SOLIVEN,"CAD 616-D, MBM # 4",,,1879299.381,604420.87,,
6847,BENITO SOLIVEN,"CAD 616-D, MBM # 40",,,1882404.07,598523.88,,
6848,BENITO SOLIVEN,"CAD 616-D, MBM # 41",,,1885329.063,597825.303,,
6849,BENITO SOLIVEN,"CAD 616-D, MBM # 42",,,1884057.839,601776.12,,
6850,BENITO SOLIVEN,"CAD 616-D, MBM # 5",,,1826985.598,604848.598,,
6851,BENITO SOLIVEN,"CAD 616-D, MBM # 6",,,1875568.35,504606.51,,
6852,BENITO SOLIVEN,"CAD 616-D, MBM # 7",,,1875737,605155.09,,
6853,BENITO SOLIVEN,"CAD 616-D, MBM # 8",,,1874896.744,605801.21,,
6854,BENITO SOLIVEN,"CAD 616-D, MBM # 9",,,1871722.82,605900.53,,
6855,BENITO SOLIVEN,"CAD 616-D, BBM # 19",,,1877054.15,602935.41,,
6856,BENITO SOLIVEN,"CAD 616-D, BBM # 2",,,1879873.779,600173.96,,
6857,BENITO SOLIVEN,"CAD 616-D, BBM # 21",,,1874917.43,602219.539,,
6858,BENITO SOLIVEN,"CAD 616-D, BBM # 23",,,1875525.32,599664.03,,
7318,SANTIAGO CITY,"CAD 211, BBM # 29",46962.19,27901.34,,,,
7420,SANTIAGO CITY,"CAD-211, BLLM # 59",,,1858038.367,555883.9481,,
8219,CAUAYAN CITY,"ISABELA ESTATE, MON # E - 4",8499.2,17970.2,,,,
8227,BURGOS,"ISABELA ESTATE 1, MON # NE- COR",19412.3,17961.1,,,,
8249,MALLIG,"PLS 43, BLLM # 1",20000,20000,,,,
8362,MALLIG,"PLS  43, BLLM # 65",15458.54,14790.49,,,,
8372,MALLIG,"PLS  42, 43, 44 & 15, BLLM # 74",17197.51,16161.25,,,,
8395,MALLIG,"PLS 43, BLLM # 95",20842.34,17892.5,,,,
8853,MALLIG,"PLS 15, BLLM # 91",20952.9,13465.6,,,,
8854,MALLIG,"PLS 15, BLLM # 92",20954.5,13795.97,,,,
8855,MALLIG,"PLS 15, BLLM # 93",20927.52,15729.89,,,,
8856,MALLIG,"PLS 15, BLLM # 94",20922.33,16021.72,,,,
8857,MALLIG,"PLS 15, BLLM # 95",20842.34,17892.5,,,,
8858,MALLIG,"PLS 15, BLLM # 96",24746.77,18069.89,,,,
8859,MALLIG,"PLS 15, BLLM # 97",20214.38,19863.44,,,,
8860,MALLIG,"PLS 15, BLLM # 98",21343.21,20188.9,,,,
8861,MALLIG,"PLS 15, BLLM # 99",22787.06,20602.68,,,,
8862,MALLIG,"PLS 15, MBM # 1",13554.8,11112.5,,,,
8863,MALLIG,"PLS 15, MBM # 10",12253.35,16385.73,,,,
8864,MALLIG,"PLS 15, MBM # 11",12180.11,17143.93,,,,
8865,MALLIG,"PLS 15, MBM # 2",13535.63,11465.71,,,,
8866,MALLIG,"PLS 15, MBM # 3",13472.27,12219.16,,,,
8867,MALLIG,"PLS 15, MBM # 4",13367.15,13136.67,,,,
8868,MALLIG,"PLS 15, MBM # 5",13288.71,14392.18,,,,
8869,MALLIG,"PLS 15, MBM # 6",13262.34,14728.22,,,,
8870,MALLIG,"`ESZ2``PLS 15, MBNBNBNBNBNBNBNBNBNBNBN",13178.76,15738.04,,,,
8871,MALLIG,"PLS 15, MBM # 8",13115.67,16495.87,,,,
8872,MALLIG,"PLS 15, MBM # 9",12690,16427.42,,,,
8873,MALLIG,"PLS 15, BLLM # 21",8295.01,16446.83,,,,
8874,MALLIG,"PLS 15, BLLM # 86",19147.56,13110.84,,,,
8886,MALLIG,"PLS 15, BLLM # 1",20000,20000,,,,
8918,MALLIG,"PLS 15, BLLM # 128",26614.56,10090.27,,,,
8919,MALLIG,"PLS 15, BLLM # 129",28273.35,12125.75,,,,
8920,MALLIG,"PLS 15, BLLM # 13",12278.73,22885.93,,,,
8921,MALLIG,"PLS 15, BLLM # 130",28278.05,12622.33,,,,
8922,MALLIG,"PLS 15, BLLM # 131",28285.88,14613,,,,
8923,MALLIG,"PLS 15, BLLM # 132",28289.21,15050.07,,,,
8924,MALLIG,"PLS 15, BLLM # 133",28302.48,17138.75,,,,
8925,MALLIG,"PLS 15, BLLM # 134",28301.59,17428.05,,,,
8926,MALLIG,"PLS 15, BLLM # 135",30146.24,18458.79,,,,
8928,MALLIG,"PLS 15, BLLM # 137",30157.58,15961.86,,,,
8929,MALLIG,"PLS 15, BLLM # 138",30155.76,15650.32,,,,
8930,MALLIG,"PLS 15, BLLM # 139",30123.78,14182.2,,,,
8931,MALLIG,"PLS 15, BLLM # 14",12170.93,22846.65,,,,
8932,MALLIG,"PLS 15, BLLM # 140",30115.8,13749.44,,,,
8933,MALLIG,"PLS 15, BLLM # 141",31960.75,14997.01,,,,
8934,MALLIG,"PLS 15, BLLM # 142",31958.24,15486.31,,,,
8936,MALLIG,"PLS 15, BLLM # 144",31933.61,17947.79,,,,
8937,MALLIG,"PLS 15, BLLM # 145",33834.35,17937.65,,,,
8938,MALLIG,"PLS 15, BLLM # 146",33835.2,17794.28,,,,
8939,MALLIG,"PLS 15, BLLM # 147",33870.79,15733.77,,,,
8940,MALLIG,"PLS 15, BLLM # 148",33880.28,15337.36,,,,
8942,MALLIG,"PLS 15, BLLM # 15",10560.93,23379.36,,,,
8943,MALLIG,"PLS 15, BLLM # 150",36055.79,15568.77,,,,
8944,MALLIG,"PLS 15, BLLM # 151",35652.47,17320.22,,,,
8945,MALLIG,"PLS 15, BLLM # 152",15619.42,17478.51,,,,
8946,MALLIG,"PLS 15, BLLM # 16",10385.7,23200.3,,,,
8947,MALLIG,"PLS 15, BLLM # 17",8559.45,20144.59,,,,
8948,MALLIG,"PLS 15, BLLM # 18",8598.25,19832.89,,,,
8949,MALLIG,"PLS 15, BLLM # 19",8436.26,18539.65,,,,
8950,MALLIG,"PLS 15, BLLM # 2",19701.55,20221.33,,,,
8951,MALLIG,"PLS 15, BLLM # 20",8423.66,18139.15,,,,
8952,MALLIG,"PLS 15, BLLM # 22",8276.02,16096.81,,,,
8953,MALLIG,"PLS 15, BLLM # 23",8199.4,14769.66,,,,
8954,MALLIG,"PLS 15, BLLM # 24",8176.74,14427.45,,,,
8955,MALLIG,"PLS 15, BLLM # 25",6492.09,14143.71,,,,
8956,MALLIG,"PLS 15, BLLM # 26",6442.7,13895.46,,,,
8957,MALLIG,"PLS 15, BLLM # 27",8072.09,12803.13,,,,
8958,MALLIG,"PLS 15, BLLM # 28",8048.21,12445.87,,,,
8959,MALLIG,"PLS 15, BLLM # 29",9844.92,12766.26,,,,
8960,MALLIG,"PLS 15, BLLM # 3",20595.43,21488.3,,,,
8961,MALLIG,"PLS 15, BLLM # 30",9845.66,13139.32,,,,
8962,MALLIG,"PLS 15, BLLM # 31",9823.32,15233.33,,,,
8963,MALLIG,"PLS 15, BLLM # 32",9820.01,15409.41,,,,
8964,MALLIG,"PLS 15, BLLM # 33",9792.06,17324.1,,,,
8965,MALLIG,"PLS 15, BLLM # 34",9786.69,17703.79,,,,
8966,MALLIG,"PLS 15, BLLM # 35",9763,19577.22,,,,
8967,MALLIG,"PLS 15, BLLM # 36",9759.49,19969.14,,,,
8968,MALLIG,"PLS 15, BLLM # 37",8941.05,22436.76,,,,
8969,MALLIG,"PLS 15, BLLM # 38",9040.27,22389.24,,,,
8970,MALLIG,"PLS 15, BLLM # 39",10121.72,21860.92,,,,
8971,MALLIG,"PLS 15, BLLM # 4",20674.21,21681.06,,,,
8972,MALLIG,"PLS 15, BLLM # 40",10226.75,21793.32,,,,
8973,MALLIG,"PLS 15, BLLM # 41",11705.95,19230.52,,,,
8974,MALLIG,"PLS 15, BLLM # 42",11706.01,19004.81,,,,
8975,MALLIG,"PLS 15, BLLM # 43",11706.84,17343.58,,,,
8976,MALLIG,"PLS 15, BLLM # 44",11706.6,17013.33,,,,
8977,MALLIG,"PLS 15, BLLM # 45",11693.93,14932.81,,,,
8978,MALLIG,"PLS 15, BLLM # 46",11691.21,14577.93,,,,
8979,MALLIG,"PLS 15, BLLM # 47",11696.6,12334.6,,,,
8980,MALLIG,"PLS 15, BLLM # 48",11714.42,12157.12,,,,
8981,MALLIG,"PLS 15, BLLM # 49",13591.79,11769.47,,,,
8982,MALLIG,"PLS 15, BLLM # 5",19179.18,21682.42,,,,
8983,MALLIG,"PLS 15, BLLM # 50",13546.54,12192,,,,
8984,MALLIG,"PLS 15, BLLM # 51",13518.61,13977.17,,,,
8985,MALLIG,"PLS 15, BLLM # 52",13508.92,14405.08,,,,
8986,MALLIG,"PLS 15, BLLM # 53",13493.69,16417.64,,,,
8988,MALLIG,"PLS 15, BLLM # 55",13479.25,18733.76,,,,
8990,MALLIG,"PLS 15, BLLM # 57",13473.15,21053.34,,,,
8991,MALLIG,"PLS 15, BLLM # 58",13474.13,21474.13,,,,
8992,MALLIG,"PLS 15, BLLM # 59",15575.08,21303.54,,,,
8993,MALLIG,"PLS 15, BLLM # 6",19159.16,21929.49,,,,
8994,MALLIG,"PLS 15, BLLM # 60",15646.45,21134.31,,,,
8995,MALLIG,"PLS 15, BLLM # 61",15473.22,19120.12,,,,
8996,MALLIG,"PLS 15, BLLM # 62",15472.83,18858.38,,,,
8997,MALLIG,"PLS 15, BLLM # 63",15454.63,17047.8,,,,
8998,MALLIG,"PLS 15, BLLM # 64",15466.43,16605.07,,,,
9000,MALLIG,"PLS 15, BLLM # 66",15457.71,14531.48,,,,
9001,MALLIG,"PLS 15, BLLM # 67",15452.84,12556.33,,,,
9002,MALLIG,"PLS 15, BLLM # 68",15451.91,12136.65,,,,
9003,MALLIG,"PLS 15, BLLM # 69",17382.84,11206.67,,,,
9004,MALLIG,"PLS 15, BLLM # 7",17506.73,22292.26,,,,
9005,MALLIG,"PLS 15, BLLM # 70",17421.09,11505.89,,,,
9006,MALLIG,"PLS 15, BLLM # 71",17308.67,13480.83,,,,
9007,MALLIG,"PLS 15, BLLM # 72",17310.14,13838.67,,,,
9008,MALLIG,"PLS 15, BLLM # 73",17194.02,15728.81,,,,
9010,MALLIG,"PLS 15, BLLM # 75",17106.41,18241.74,,,,
9011,MALLIG,"PLS 15, BLLM # 76",17138.76,18466.05,,,,
9012,MALLIG,"PLS 15, BLLM # 77",17253.34,20505.5,,,,
9013,MALLIG,"PLS 15, BLLM # 78",17232.32,20754.55,,,,
9014,MALLIG,"PLS 15, BLLM # 79",18908.47,20144.35,,,,
9015,MALLIG,"PLS 15, BLLM # 8",17492.9,22403.89,,,,
9016,MALLIG,"PLS 15, BLLM # 80",18929.59,19895.05,,,,
9017,MALLIG,"PLS 15, BLLM # 81",19105.62,17933.49,,,,
9018,MALLIG,"PLS 15, BLLM # 82",19248.5,17798.37,,,,
9019,MALLIG,"PLS 15, BLLM # 83",19130.16,15772.03,,,,
9020,MALLIG,"PLS 15, BLLM # 84",19138.69,15504.23,,,,
9021,MALLIG,"PLS 15, BLLM # 85",19207.63,13428.66,,,,
9022,MALLIG,"PLS 15, BLLM # 87",19270.06,11625.21,,,,
9023,MALLIG,"PLS 15, BLLM # 88",19315.41,11201.33,,,,
9024,MALLIG,"PLS 15, BLLM # 89",20945.54,11178.53,,,,
9025,MALLIG,"PLS 15, BLLM # 9",15876.57,22627.07,,,,
9026,MALLIG,"PLS 15, BLLM # 90",20944.3,11510.19,,,,
9045,ANGADANAN,"PLS 259, MBM # 16",21204.45,25725.65,,,,
9262,MALLIG,"PLS 42, BLLM # 93",20927.52,15729.89,,,,
9263,MALLIG,"PLS 42, BLLM # 94",20922.33,16021.72,,,,
9264,MALLIG,"PLS 42, BLLM # 95",20842.34,17892.5,,,,
9265,MALLIG,"PLS 42, BLLM # 96",24746.77,1869.89,,,,
9266,MALLIG,"PLS 42, BLLM # 97",20214.38,19863.44,,,,
9267,MALLIG,"PLS 42, BLLM # 98",21343.21,20188.9,,,,
9268,MALLIG,"PLS 42, BLLM # 99",22787.06,20602.68,,,,
9279,MALLIG,"PLS 42, BLLM # 1",20000,20000,,,,
9280,MALLIG,"PLS 42, BLLM # 10",15704.35,22639.76,,,,
9281,MALLIG,"PLS 42, BLLM # 100",22781.97,20255.81,,,,
9282,MALLIG,"PLS 42, BLLM # 101",22772.84,18206.73,,,,
9283,MALLIG,"PLS 42, BLLM # 102",22782.33,17837.69,,,,
9284,MALLIG,"PLS 42, BLLM # 103",22881.91,16034.74,,,,
9285,MALLIG,"PLS 42, BLLM # 104",22772.08,15672.19,,,,
9286,MALLIG,"PLS 42, BLLM # 105",22800.5,13787.38,,,,
9287,MALLIG,"PLS 42, BLLM # 106",22798.8,13496.12,,,,
9288,MALLIG,"PLS 42, BLLM # 107",22767.27,11306.18,,,,
9289,MALLIG,"PLS 42, BLLM # 108",22761.54,10979.24,,,,
9290,MALLIG,"PLS 42, BLLM # 109",24594,10321.07,,,,
9291,MALLIG,"PLS 42, BLLM # 11",14047.47,22759.57,,,,
9292,MALLIG,"PLS 42, BLLM # 110",24596,10680.86,,,,
9293,MALLIG,"PLS 42, BLLM # 111",24627.72,12618.11,,,,
9294,MALLIG,"PLS 42, BLLM # 112",24633.62,12892.33,,,,
9295,MALLIG,"PLS 42, BLLM # 113",24664.3,14917.9,,,,
9296,MALLIG,"PLS 42, BLLM # 114",24707.71,15252.06,,,,
9297,MALLIG,"PLS 42, BLLM # 115",24670.77,16877.98,,,,
9298,MALLIG,"PLS 42, BLLM # 116",24667.53,17241.23,,,,
9299,MALLIG,"PLS 42, BLLM # 117",24650.48,19094.27,,,,
9300,MALLIG,"PLS 42, BLLM # 118",24648.5,19393.14,,,,
9301,MALLIG,"PLS 42, BLLM # 119",26364.48,18375.29,,,,
9302,MALLIG,"PLS 42, BLLM # 12",13798.11,22777.47,,,,
9303,MALLIG,"PLS 42, BLLM # 120",26388.4,18725.97,,,,
9304,MALLIG,"PLS 42, BLLM # 121",26460.23,16564.3,,,,
9305,MALLIG,"PLS 42, BLLM # 122",26462.27,16371.79,,,,
9306,MALLIG,"PLS 42, BLLM # 123",26481.2,14649.99,,,,
9307,MALLIG,"PLS 42, BLLM # 124",26511.07,14377.85,,,,
9309,MALLIG,"PLS 42, BLLM # 126",26506.57,12320.23,,,,
9310,MALLIG,"PLS 42, BLLM # 127",26509.48,10521.17,,,,
9311,MALLIG,"PLS 42, BLLM # 128",26614.56,10090.27,,,,
9312,MALLIG,"PLS 42, BLLM # 129",28273.35,12125.75,,,,
9313,MALLIG,"PLS 42, BLLM # 13",12278.73,22885.93,,,,
9314,MALLIG,"PLS 42, BLLM # 130",28278.05,12622.33,,,,
9315,MALLIG,"PLS 42, BLLM # 131",28285.88,14613,,,,
9316,MALLIG,"PLS 42, BLLM # 132",28289.21,15050.07,,,,
9317,MALLIG,"PLS 42, BLLM # 133",28302.48,17138.75,,,,
9318,MALLIG,"PLS 42, BLLM # 134",28301.59,17428.05,,,,
9319,MALLIG,"PLS 42, BLLM # 135",30146.24,18458.79,,,,
9320,MALLIG,"PLS 42, BLLM # 136",30148.66,18258.27,,,,
9321,MALLIG,"PLS 42, BLLM # 137",30157.58,15961.86,,,,
9322,MALLIG,"PLS 42, BLLM # 138",30155.76,15650.32,,,,
9323,MALLIG,"PLS 42, BLLM # 139",30123.78,14182.2,,,,
9324,MALLIG,"PLS 42, BLLM # 14",12170.93,22846.65,,,,
9325,MALLIG,"PLS 42, BLLM # 140",30115.8,13749.44,,,,
9326,MALLIG,"PLS 42, BLLM # 141",31960.75,14997.01,,,,
9327,MALLIG,"PLS 42, BLLM # 142",31958.24,15486.31,,,,
9329,MALLIG,"PLS 42, BLLM # 144",31933.61,17947.79,,,,
9330,MALLIG,"PLS 42, BLLM # 145",33834.35,17937.65,,,,
9331,MALLIG,"PLS 42, BLLM # 146",33835.2,17794.28,,,,
9332,MALLIG,"PLS 42, BLLM # 147",33870.79,15733.77,,,,
9333,MALLIG,"PLS 42, BLLM # 148",33880.28,15337.36,,,,
9334,MALLIG,"PLS 42, BLLM # 149",35216.46,15487.89,,,,
9335,MALLIG,"PLS 42, BLLM # 15",10560.93,23379.36,,,,
9336,MALLIG,"PLS 42, BLLM # 150",36055.79,15568.77,,,,
9337,MALLIG,"PLS 42, BLLM # 151",35652.47,17320.22,,,,
9338,MALLIG,"PLS 42, BLLM # 152",15619.42,17478.51,,,,
9339,MALLIG,"PLS 42, BLLM # 16",10385.7,23200.3,,,,
9340,MALLIG,"PLS 42, BLLM # 17",8559.45,20144.59,,,,
9341,MALLIG,"PLS 42, BLLM # 18",8598.25,19832.89,,,,
9342,MALLIG,"PLS 42, BLLM # 19",8436.26,18539.65,,,,
9343,MALLIG,"PLS 42, BLLM # 2",19701.55,20221.33,,,,
9344,MALLIG,"PLS 42, BLLM # 20",8423.66,18139.15,,,,
9345,MALLIG,"PLS 42, BLLM # 21",8295.01,16446.83,,,,
9346,MALLIG,"PLS 42, BLLM # 22",8276.02,16096.81,,,,
9347,MALLIG,"PLS 42, BLLM # 23",8199.4,14769.66,,,,
9348,MALLIG,"PLS 42, BLLM # 24",8176.74,14427.45,,,,
9349,MALLIG,"PLS 42, BLLM # 25",6492.09,14143.71,,,,
9350,MALLIG,"PLS 42, BLLM # 26",6442.7,13895.46,,,,
9351,MALLIG,"PLS 42, BLLM # 27",8072.09,12803.13,,,,
9352,MALLIG,"PLS 42, BLLM # 28",8048.21,12445.87,,,,
9353,MALLIG,"PLS 42, BLLM # 29",9844.92,12766.26,,,,
9354,MALLIG,"PLS 42, BLLM # 3",20595.43,21488.3,,,,
9355,MALLIG,"PLS 42, BLLM # 30",9845.66,13139.32,,,,
9356,MALLIG,"PLS 42, BLLM # 31",9823.32,15233.33,,,,
9357,MALLIG,"PLS 42, BLLM # 32",9820.01,15409.41,,,,
9358,MALLIG,"PLS 42, BLLM # 33",9792.06,17324.1,,,,
9359,MALLIG,"PLS 42, BLLM # 34",9786.69,17703.79,,,,
9360,MALLIG,"PLS 42, BLLM # 35",9763,19577.22,,,,
9361,MALLIG,"PLS 42, BLLM # 36",9759.49,19967.14,,,,
9362,MALLIG,"PLS 42, BLLM # 37",8941.05,22436.76,,,,
9363,MALLIG,"PLS 42, BLLM # 38",9040.27,22389.24,,,,
9364,MALLIG,"PLS 42, BLLM # 39",10121.72,21860.92,,,,
9365,MALLIG,"PLS 42, BLLM # 4",20674.21,21681.06,,,,
9366,MALLIG,"PLS 42, BLLM # 40",10226.75,21793.32,,,,
9367,MALLIG,"PLS 42, BLLM # 41",11705.95,19230.52,,,,
9368,MALLIG,"PLS 42, BLLM # 42",11706.01,19004.81,,,,
9369,MALLIG,"PLS 42, BLLM # 43",11706.84,17343.58,,,,
9370,MALLIG,"PLS 42, BLLM # 44",11706.6,17013.33,,,,
9371,MALLIG,"PLS 42, BLLM # 45",11693.93,14932.81,,,,
9372,MALLIG,"PLS 42, BLLM # 46",11691.21,14577.93,,,,
9373,MALLIG,"PLS 42, BLLM # 47",11696.6,12334.6,,,,
9374,MALLIG,"PLS 42, BLLM # 48",11714.42,12157.12,,,,
9375,MALLIG,"PLS 42, BLLM # 49",13591.79,11769.47,,,,
9376,MALLIG,"PLS 42, BLLM # 5",19179.18,21682.42,,,,
9377,MALLIG,"PLS 42, BLLM # 50",13546.54,12192,,,,
9378,MALLIG,"PLS 42, BLLM # 51",13518.61,13977.17,,,,
9379,MALLIG,"PLS 42, BLLM # 52",13508.92,14405.08,,,,
9380,MALLIG,"PLS 42, BLLM # 53",13493.69,16417.64,,,,
9381,MALLIG,"PLS 42, BLLM # 54",13496.59,16872.87,,,,
9382,MALLIG,"PLS 42, BLLM # 55",13479.25,18733.76,,,,
9383,MALLIG,"PLS 42, BLLM # 56",13477.77,19007.86,,,,
9384,MALLIG,"PLS 42, BLLM # 57",13473.15,21053.34,,,,
9385,MALLIG,"PLS 42, BLLM # 58",13474.13,21297.78,,,,
9386,MALLIG,"PLS 42, BLLM # 59",15575.08,21303.54,,,,
9387,MALLIG,"PLS 42, BLLM # 6",19159.16,21929.49,,,,
9388,MALLIG,"PLS 42, BLLM # 60",15646.45,21134.31,,,,
9389,MALLIG,"PLS 42, BLLM # 61",15473.22,19120.12,,,,
9390,MALLIG,"PLS 42, BLLM # 62",15472.83,18858.38,,,,
9391,MALLIG,"PLS 42, BLLM # 63",15454.63,17047.8,,,,
9392,MALLIG,"PLS 42, BLLM # 64",15466.43,16605.07,,,,
9393,MALLIG,"PLS 42, BLLM # 65",15458.54,14790.49,,,,
9394,MALLIG,"PLS 42, BLLM # 66",15457.71,14531.48,,,,
9395,MALLIG,"PLS 42, BLLM # 67",15452.84,12556.33,,,,
9396,MALLIG,"PLS 42, BLLM # 68",15451.91,12136.65,,,,
9397,MALLIG,"PLS 42, BLLM # 69",17382.84,11206.67,,,,
9398,MALLIG,"PLS 42, BLLM # 7",17506.73,22292.26,,,,
9399,MALLIG,"PLS 42, BLLM # 70",17421.09,11505.89,,,,
9400,MALLIG,"PLS 42, BLLM # 71",17308.67,13480.83,,,,
9401,MALLIG,"PLS 42, BLLM # 72",17310.14,13838.67,,,,
9402,MALLIG,"PLS 42, BLLM # 73",17194.02,15728.81,,,,
9404,MALLIG,"PLS 42, BLLM # 75",17106.41,18241.74,,,,
9405,MALLIG,"PLS 42, BLLM # 76",17138.76,18466.05,,,,
9406,MALLIG,"PLS 42, BLLM # 77",17253.34,20505.5,,,,
9407,MALLIG,"PLS 42, BLLM # 78",17232.32,20754.55,,,,
9408,MALLIG,"PLS 42, BLLM # 79",18908.47,20144.35,,,,
9409,MALLIG,"PLS 42, BLLM # 8",17492.9,22403.89,,,,
9410,MALLIG,"PLS 42, BLLM # 80",18929.59,19895.05,,,,
9411,MALLIG,"PLS 42, BLLM # 81",19105.62,17933.49,,,,
9412,MALLIG,"PLS 42, BLLM # 82",19248.5,17798.37,,,,
9413,MALLIG,"PLS 42, BLLM # 83",19130.16,15772.03,,,,
9414,MALLIG,"PLS 42, BLLM # 84",19138.69,15504.23,,,,
9415,MALLIG,"PLS 42, BLLM # 85",19207.63,13428.66,,,,
9416,MALLIG,"PLS 42, BLLM # 86",19147.56,13110.84,,,,
9417,MALLIG,"PLS 42, BLLM # 87",19270.06,11625.21,,,,
9418,MALLIG,"PLS 42, BLLM # 88",19315.41,11201.33,,,,
9419,MALLIG,"PLS 42, BLLM # 89",20945.54,11178.53,,,,
9420,MALLIG,"PLS 42, BLLM # 9",15876.57,22627.07,,,,
9421,MALLIG,"PLS 42, BLLM # 90",20944.3,11510.19,,,,
9422,MALLIG,"PLS 42, BLLM # 91",20952.9,13465.6,,,,
9423,MALLIG,"PLS 42, BLLM # 92",20954.5,13795.97,,,,
9425,TUMAUINI,"PLS 43, BLLM # 10",15704.35,22639.76,,,,
9433,MALLIG,"PLS 43, BLLM # 3",20595.43,21488.3,,,,
9434,MALLIG,"PLS 43, BLLM # 4",20674.21,21681.06,,,,
9436,TUMAUINI,"PLS 43, BLLM # 6",19159.16,21929.49,,,,
9439,MALLIG,"PLS 43, BLLM # 9",15876.57,22627.07,,,,
9440,TUMAUINI,"PLS 43, MBM # 1",15726.19,23450,,,,
9441,TUMAUINI,"PLS 43, MBM # 10",16245.96,18049.93,,,,
9442,TUMAUINI,"PLS 43, MBM # 11",16307.64,17264.09,,,,
9443,QUEZON,"PLS 43, BLLM # 12",13798.11,22777.47,,,,
9444,TUMAUINI,"PLS 43, MBM # 13",16425.22,15785.83,,,,
9445,TUMAUINI,"PLS 43, MBM # 14",16482.06,15130.86,,,,
9446,TUMAUINI,"PLS 43, MBM # 17",16638.44,13250.38,,,,
9447,TUMAUINI,"PLS 43, MBM # 18",16702.16,12478.31,,,,
9448,TUMAUINI,"PLS 43, MBM # 19",16750.57,11916.3,,,,
9449,TUMAUINI,"PLS 43, MBM # 2",15784.62,23034.87,,,,
9450,TUMAUINI,"PLS 43, MBM # 20",17174.7,10691.2,,,,
9458,TUMAUINI,"PLS 43, MBM # 3",15859.85,22504.22,,,,
9459,TUMAUINI,"PLS 43, MBM # 4",15889.54,22155.68,,,,
9460,TUMAUINI,"PLS 43, MBM # 5",15988.94,20907.72,,,,
9461,TUMAUINI,"PLS 43, MBM # 6",16029.14,20514.56,,,,
9462,TUMAUINI,"PLS 43, MBM # 7",16102.34,19647.01,,,,
9463,TUMAUINI,"PLS 43, MBM # 8",16156.41,19047.2,,,,
9464,TUMAUINI,"PLS 43, MBM # 9",16193.22,18558.65,,,,
9522,CAUAYAN CITY,"PLS 517, BLLM # 2",20151.5,20019.87,,,,
9523,CAUAYAN CITY,"PLS 517, BLLM # 3",26052.57,20422.99,,,,
9524,CAUAYAN CITY,"PLS 517, BLLM # 4",26341.12,20581.19,,,,
9525,CAUAYAN CITY,"PLS 517, BLLM # 5",28912.29,26040.36,,,,
9526,CAUAYAN CITY,"PLS 517, BLLM # 6",28948.24,26175.95,,,,
9527,CAUAYAN CITY,"PLS 517, BLLM # 7",32216.75,24237.84,,,,
9528,CAUAYAN CITY,"PLS 517, BLLM # 8",32101.01,23893.71,,,,
9540,SANTA MARIA,"PLS 537, BLLM # 1",20000,20000,,,,
9541,SANTA MARIA,"PLS 537, BLLM # 2",20139.29,20008.31,,,,
9546,SANTO TOMAS,"PLS 541-D, BLLM # 5",18468.83,21803,,,,
9547,SANTO TOMAS,"PLS 541-D, BLLM # 6",13468.99,14833.55,,,,
