POINT,NORTH,EAST,ELEV,DESC
876,1981367.855,569553.6226,56.0992,tp
877,1981368.125,569557.2672,55.3944,tp
878,1981364.822,569557.4715,54.6837,tp
879,1981364.936,569553.352,55.3573,tp
880,1981364.434,569549.4616,55.7226,tp
881,1981363.98,569545.9603,56.0285,tp
882,1981363.194,569542.0229,56.4015,tp
883,1981362.306,569538.6533,57.1845,tp
884,1981361.487,569536.4118,57.6799,tp
885,1981360.535,569533.3719,57.9038,tp
886,1981357.614,569534.0165,56.9374,tp
887,1981358.332,569536.9229,56.3726,tp
888,1981359.261,569539.8197,56.0955,tp
889,1981360.358,569542.9441,55.8172,tp
890,1981361.769,569546.421,55.7374,tp
891,1981362.178,569550.5706,54.8872,tp
892,1981361.377,569554.4402,53.8515,tp
893,1981359.787,569557.5062,53.0577,tp
894,1981359.746,569560.4706,52.6623,tp
895,1981357.125,569553.9637,53.5922,tp
896,1981359.652,569554.4884,53.4467,tp
897,1981359.42,569550.8978,54.6426,tp
898,1981358.698,569547.685,55.0817,tp
899,1981358.156,569544.548,54.3681,tp
900,1981358.096,569541.2782,55.5388,tp
901,1981357.253,569537.7015,55.8881,tp
902,1981353.332,569535.8195,55.4861,tp
903,1981354.159,569539.2687,54.6966,tp
904,1981354.761,569542.668,54.3348,tp
905,1981355.226,569545.604,53.4518,tp
906,1981351.824,569545.615,52.5328,tp
907,1981351.335,569542.8466,53.339,tp
908,1981350.837,569539.6543,53.6985,tp
909,1981350.551,569536.2927,54.8301,tp
910,1981347.441,569536.6973,53.554,tp
911,1981348.112,569540.1712,52.8457,tp
912,1981349.045,569543.8287,52.5358,tp
913,1981349.506,569547.0622,52.2423,tp
914,1981346.956,569548.3841,51.6853,tp
915,1981346.787,569545.6446,51.5835,tp
916,1981346.329,569542.3916,51.9338,tp
917,1981345.971,569539.4631,52.3509,tp
918,1981345.974,569537.1739,52.9158,tp
919,1981342.552,569536.5819,51.5026,tp
920,1981339.632,569537.689,50.1793,tp
921,1981340.263,569540.8624,50.2691,tp
922,1981343.483,569540.3619,51.5109,tp
923,1981344.489,569543.6697,51.3056,tp
924,1981341.997,569544.5525,50.5523,tp
925,1981342.854,569548.0217,50.9927,tp
926,1981346.405,569547.2043,51.7248,tp
927,1981347.542,569550.2372,51.4797,tp
928,1981344.537,569551.1727,50.8145,tp
929,1981341.856,569551.6871,50.3079,tp
930,1981340.218,569548.5704,50.1424,tp
931,1981338.998,569546.0582,49.8055,tp
932,1981337.7,569543.1223,49.6106,tp
933,1981336.399,569540.1312,49.4373,tp
934,1981334.084,569542.9302,49.0004,tp
935,1981336.014,569546.7738,49.1414,tp
936,1981337.403,569550.5714,49.8292,tp
937,1981339.048,569553.6187,49.9705,tp
938,1981353.583,569549.2088,53.4204,tp
939,1981354.558,569552.7024,53.2805,tp
940,1981354.913,569555.5535,53.1666,tp
941,1981356.799,569552.0955,54.0102,tp
942,1981352.554,569553.1654,52.6824,tp
943,1981350.14,569553.9586,51.8218,tp
944,1981348.664,569558.2522,50.6874,tp
945,1981329.193,569557.5685,47.6461,tp
946,1981325.514,569557.8424,49.5152,tp
947,1981321.182,569552.5896,49.3513,tp
948,1981318.145,569551.7038,49.0502,tp
949,1981318.291,569555.9422,50.2937,tp
950,1981321.15,569555.9575,49.8547,tp
951,1981323.175,569558.3645,50.077,tp
952,1981320.978,569560.8159,50.7655,tp
953,1981325.166,569560.5334,50.3049,tp
954,1981322.917,569562.4468,50.7761,tp
955,1981320.065,569564.2274,51.4032,tp
956,1981318.706,569561.1477,51.0494,tp
957,1981317.551,569557.4692,50.7227,tp
958,1981317.087,569554.0057,49.8606,tp
959,1981317.468,569551.2554,48.899,tp
960,1981313.14,569550.8963,48.4251,tp
961,1981312.965,569554.7078,49.8183,tp
962,1981314.971,569558.0845,50.7169,tp
963,1981315.204,569561.4664,51.0467,tp
964,1981316.439,569565.403,51.7138,tp
965,1981313.07,569566.3273,51.5444,tp
966,1981312.262,569562.7556,50.737,tp
967,1981312.081,569560.342,50.4571,tp
968,1981311.364,569557.7161,50.1807,tp
969,1981311.228,569554.9286,49.5591,tp
970,1981310.142,569551.9199,48.3403,tp
971,1981309.362,569549.3553,47.4726,tp
972,1981305.077,569550.1634,47.0889,tp
973,1981306.144,569554.3671,48.5658,tp
974,1981307.374,569557.4643,49.4281,tp
975,1981308.23,569561.0561,49.6504,tp
976,1981309.109,569564.6452,50.2691,tp
977,1981310.566,569568.1122,51.3497,tp
978,1981308.074,569570.5468,50.8949,tp
979,1981306.332,569565.4364,49.3557,tp
980,1981304.579,569562.4783,48.6272,tp
981,1981303.14,569559.0798,48.4904,tp
982,1981302.53,569555.3634,48.1892,tp
983,1981301.128,569552.4058,46.8704,tp
984,1981297.849,569552.3089,46.2403,tp
985,1981297.936,569556.6901,47.4277,tp
986,1981299.61,569560.2929,47.5976,tp
987,1981301.863,569562.5879,47.9006,tp
988,1981298.016,569562.1681,47.0838,tp
989,1981297.755,569565.5021,46.6104,tp
990,1981294.95,569565.7144,45.7312,tp
991,1981294.613,569562.3584,46.2647,tp
992,1981294.191,569559.0435,46.5442,tp
993,1981297.004,569558.001,47.2275,tp
994,1981296.56,569554.8883,46.9449,tp
995,1981296.371,569552.3448,46.0174,tp
996,1981292.951,569555.6613,46.3875,tp
997,1981291.6,569551.6552,45.7911,tp
998,1981288.989,569549.2575,44.9591,tp
999,1981288.775,569546.1272,43.5829,tp
1000,1981287.635,569543.7008,42.3159,tp
1001,1981285.233,569541.0703,41.5913,tp
1002,1981284.358,569540.4341,41.2056,tp
1003,1981283.543,569541.6426,41.1046,tp
1004,1981284.052,569542.3489,41.5228,tp
1005,1981285.112,569545.4064,42.558,tp
1006,1981285.679,569549.5759,44.3227,tp
1007,1981286.498,569552.7409,45.2531,tp
1008,1981289.64,569555.4513,45.8362,tp
1009,1981286.605,569555.777,45.212,tp
1010,1981286.574,569559.3281,44.7042,tp
1011,1981290.281,569559.3763,45.5263,tp
1012,1981292.352,569561.9949,45.859,tp
1013,1981289.005,569562.9684,44.8821,tp
1014,1981289.94,569566.1111,44.7096,tp
1015,1981292.955,569566.6388,45.322,tp
1016,1981294.732,569567.2183,45.7017,tp
1017,1981295.971,569569.3285,46.0154,tp
1018,1981293.715,569570.4121,45.3763,tp
1019,1981290.156,569570.6444,44.7613,tp
1020,1981287.143,569565.9503,44.135,tp
1021,1981285.657,569561.8167,44.2202,tp
1022,1981284.479,569558.3428,44.4646,tp
1023,1981283.421,569553.9463,44.5099,tp
1024,1981281.468,569550.0107,43.6386,tp
1025,1981277.094,569550.5486,42.8405,tp
1026,1981277.579,569553.9797,43.3631,tp
1027,1981279.114,569557.7001,43.4236,tp
1028,1981280.606,569560.9665,43.4208,tp
1029,1981281.991,569564.0121,43.4417,tp
1030,1981283.623,569565.8408,43.6126,tp
1031,1981279.745,569563.954,43.1625,tp
1032,1981278.334,569560.2353,43.0926,tp
1033,1981276.315,569561.5455,42.7598,tp
1034,1981274.389,569558.4308,42.7513,tp
1035,1981277.021,569556.8349,43.1075,tp
1036,1981276.513,569553.4997,43.1066,tp
1037,1981276.26,569550.6543,42.7697,tp
1038,1981273.618,569549.8911,42.5007,tp
1039,1981274.177,569553.544,42.7662,tp
1040,1981274.135,569557.0372,42.8483,tp
1041,1981271.764,569554.4886,41.8812,tp
1042,1981270.211,569551.56,42.4038,tp
1043,1981269.545,569548.9787,42.0649,tp
1044,1981266.573,569550.9322,41.7936,tp
1045,1981263.73,569549.6258,40.8685,tp
1046,1981266.367,569553.7418,41.8281,tp
1047,1981264.171,569555.8611,41.1938,tp
1048,1981261.975,569554.3134,40.7274,tp
1049,1981260.095,569552.9656,39.7262,tp
1050,1981257.904,569552.1363,38.5919,tp
1051,1981256.868,569551.3727,37.9859,tp
1052,1981256.156,569555.4013,37.3428,tp
1053,1981251.916,569554.0728,38.9258,tp
1054,1981253.311,569548.9394,39.9257,tp
1055,1981254.543,569545.216,40.338,tp
1056,1981256.251,569547.7061,39.9483,tp
1057,1981260.14,569544.8544,40.4675,tp
1058,1981258.097,569542.459,40.6337,tp
1059,1981255.688,569541.0159,40.8288,tp
1060,1981256.944,569537.0635,41.2963,tp
1061,1981260.032,569539.5317,41.3629,tp
1062,1981261.607,569541.2154,41.4147,tp
1063,1981263.217,569543.5558,41.237,tp
1064,1981257.817,569534.363,41.7973,tp
1065,1981261.137,569536.0908,41.5376,tp
1066,1981263.174,569538.3033,41.5566,tp
1067,1981265.285,569540.404,41.4772,tp
1068,1981269.523,569554.7923,42.0608,tp
1069,1981266.583,569556.9776,41.2675,tp
1070,1981264.046,569558.7712,40.7772,tp
1071,1981261.471,569561.1762,39.9839,tp
1072,1981259.228,569563.2365,39.5877,tp
1073,1981257.167,569565.3386,38.8728,tp
1074,1981254.82,569567.1954,38.2915,tp
1075,1981251.547,569568.8813,37.764,tp
1076,1981251.561,569565.6031,37.4397,tp
1077,1981253.991,569564.5133,38.2137,tp
1078,1981253.798,569560.3449,38.1254,tp
1079,1981253.85,569559.4925,37.1009,tp
1080,1981251.549,569559.7818,37.6896,tp
1081,1981251.969,569558.8565,37.0425,tp
1082,1981256.371,569558.0506,38.3812,tp
1083,1981251.619,569572.6768,38.1963,tp
1084,1981254.382,569573.5982,39.0725,tp
1085,1981251.648,569577.0996,39.4914,tp
1086,1981255.39,569577.069,40.2297,tp
1087,1981251.654,569580.5345,40.2262,tp
1088,1981256.049,569579.9832,40.9176,tp
1089,1981256.065,569583.6974,41.6874,tp
1090,1981251.47,569584.1515,40.5688,tp
1091,1981256.279,569586.6303,41.7519,tp
1092,1981251.255,569587.449,40.7663,tp
1093,1981251.346,569591.4894,40.5517,tp
1094,1981256.216,569589.4751,41.5789,tp
1095,1981257.31,569593.8221,41.7929,tp
1096,1981254.387,569594.5836,41.1249,tp
1097,1981251.213,569594.9648,40.468,tp
1098,1981251.494,569600.4496,40.5596,tp
1099,1981254.446,569599.8187,41.4508,tp
1100,1981257.332,569597.9799,42.389,tp
1101,1981259.091,569601.2257,42.7053,tp
1102,1981255.999,569602.9711,41.8218,tp
1103,1981251.854,569603.5095,40.9166,tp
1104,1981251.776,569608.0933,42.1071,tp
1105,1981251.796,569612.3893,42.7143,tp
1106,1981251.914,569616.5122,43.0904,tp
1107,1981255.547,569615.6439,43.6692,tp
1108,1981256.051,569611.7535,43.2704,tp
1109,1981255.676,569607.7897,42.5479,tp
1110,1981259.795,569607.3274,43.3041,tp
1111,1981260.133,569611.9579,43.9599,tp
1112,1981259.837,569615.2264,44.2906,tp
1113,1981259.115,569619.4342,44.184,tp
1114,1981256.016,569619.6123,43.7683,tp
1115,1981251.985,569619.7476,43.4179,tp
1116,1981252.022,569624.9954,42.9684,tp
1117,1981255.074,569624.9279,43.3668,tp
1118,1981258.378,569624.356,43.6076,tp
1119,1981258.543,569630.3249,43.5901,tp
1120,1981255.144,569632.0591,42.9878,tp
1121,1981251.918,569632.228,42.5925,tp
1122,1981251.807,569636.7764,42.5994,tp
1123,1981251.597,569640.5905,42.6449,tp
1124,1981251.583,569641.8008,42.6196,tp
1125,1981255.023,569641.1109,43.2017,tp
1126,1981257.725,569640.2891,43.5096,tp
1127,1981255.067,569636.7669,43.0229,tp
1128,1981258.535,569635.8439,43.5059,tp
1129,1981258.785,569631.2753,43.6188,tp
1130,1981262.873,569631.334,44.2717,tp
1131,1981264.656,569634.9941,44.5357,tp
1132,1981265.677,569638.3911,44.492,tp
1133,1981268.045,569631.099,44.9967,tp
1134,1981271.913,569633.6233,45.7338,tp
1135,1981272.939,569636.4188,45.7781,tp
1136,1981278.601,569635.1365,46.6696,tp
1137,1981277.716,569632.0509,46.6835,tp
