POINT,NORTH,EAST,ELEV,DESC
235,1981380.451,569575.408,58.2807,tp
236,1981382.061,569574.2037,57.3957,tp
237,1981384.605,569576.557,58.1577,tp
238,1981387.529,569577.3615,58.609,tp
239,1981389.554,569578.3613,59.2253,tp
240,1981391.806,569579.3563,59.7915,tp
241,1981393.434,569577.9388,61.4039,tp
242,1981391.955,569576.018,60.7372,tp
243,1981389.868,569574.4182,60.2561,tp
244,1981387.895,569573.6936,59.6321,tp
245,1981385.483,569572.7592,58.7312,tp
246,1981387.378,569570.7422,60.0512,tp
247,1981384.544,569568.8469,59.4887,tp
248,1981382.64,569567.042,59.1893,tp
249,1981381.379,569568.6157,58.4469,tp
250,1981379.551,569566.4447,58.3281,tp
251,1981378.635,569566.9603,57.9795,tp
252,1981376.663,569567.7586,57.3362,tp
253,1981380.291,569577.6116,58.8391,tp
254,1981379.275,569581.4374,60.1425,tp
255,1981381.786,569582.4321,60.4485,tp
256,1981381.427,569585.8565,61.6392,tp
257,1981381.756,569587.8994,62.2551,tp
258,1981382.17,569590.8391,63.1584,tp
259,1981382.794,569593.1659,63.1786,tp
260,1981383.359,569595.7507,62.9659,tp
261,1981383.535,569598.3772,62.8274,tp
262,1981383.706,569601.6281,62.3453,tp
263,1981384.276,569604.1104,62.2345,tp
264,1981386.094,569606.4381,62.7152,tp
265,1981387.519,569606.4059,62.9182,tp
266,1981387.819,569603.5584,62.5938,tp
267,1981387.796,569600.3562,62.7122,tp
268,1981387.608,569597.4338,63.2221,tp
269,1981387.668,569595.2082,63.2968,tp
270,1981387.679,569592.6577,63.2053,tp
271,1981387.652,569589.9224,62.6894,tp
272,1981387.516,569587.349,61.942,tp
273,1981387.264,569584.8013,61.2692,tp
274,1981387.417,569582.3594,60.582,tp
275,1981390.642,569583.3049,61.1499,tp
276,1981391.211,569586.1978,61.9795,tp
277,1981394.565,569584.7565,61.4652,tp
278,1981394.055,569587.8694,62.5957,tp
279,1981390.46,569588.9535,62.6686,tp
280,1981393.634,569591.2057,63.3882,tp
281,1981390.806,569592.7034,63.3549,tp
282,1981391.44,569595.558,63.5062,tp
283,1981394.217,569595.8971,63.6899,tp
284,1981394.463,569598.651,63.5841,tp
285,1981390.976,569599.6301,63.2094,tp
286,1981391.054,569603.0051,63.2036,tp
287,1981391.299,569605.9131,63.3602,tp
288,1981394.709,569605.629,63.8528,tp
289,1981394.844,569602.7351,63.8929,tp
290,1981398.324,569605.628,64.4567,tp
291,1981401.782,569605.6187,64.9951,tp
292,1981402.095,569602.6703,64.8397,tp
293,1981398.553,569601.925,64.2825,tp
294,1981398.335,569599.0704,64.0592,tp
295,1981402.076,569598.8102,64.7095,tp
296,1981402.572,569595.3163,64.563,tp
297,1981399.006,569594.7514,64.1746,tp
298,1981398.801,569592.0572,63.7516,tp
299,1981401.755,569591.4485,63.854,tp
300,1981403.526,569589.4805,63.0023,tp
301,1981401.134,569587.2103,62.5392,tp
302,1981402.299,569585.46,62.9542,tp
303,1981403.249,569583.4296,63.1559,tp
304,1981399.678,569582.7347,62.345,tp
305,1981398.723,569584.6839,61.79,tp
306,1981398.487,569591.7819,63.7451,tp
307,1981406.823,569594.9764,64.8177,tp
308,1981407.544,569592.4971,64.2295,tp
309,1981409.303,569593.4686,64.7015,tp
310,1981408.866,569596.74,65.2489,tp
311,1981407.905,569597.0337,65.2253,tp
312,1981406.449,569601.1861,65.3671,tp
313,1981408.974,569602.4633,65.7901,tp
314,1981409.227,569605.5733,65.8344,tp
315,1981405.768,569605.5912,65.4917,tp
316,1981412.561,569605.8562,66.3311,tp
317,1981415.969,569606.081,66.9726,tp
318,1981416.578,569603.1504,66.7704,tp
319,1981412.605,569602.0515,66.0755,tp
320,1981414.09,569598.6384,66.1875,tp
321,1981416.566,569598.1607,66.852,tp
322,1981416.042,569595.8604,66.6973,tp
323,1981414.935,569594.6753,66.2084,tp
324,1981412.261,569593.5761,65.6511,tp
325,1981412.438,569590.2526,65.1746,tp
326,1981412.187,569587.6974,65.42,tp
327,1981412.29,569584.6787,65.87,tp
328,1981412.238,569582.0178,66.189,tp
329,1981414.435,569581.9367,66.772,tp
330,1981416.906,569581.0093,67.2524,tp
331,1981417.74,569583.4747,67.3421,tp
332,1981415.621,569583.7821,66.8542,tp
333,1981414.702,569586.96,65.9946,tp
334,1981418.111,569587.6591,67.0486,tp
335,1981417.292,569590.3379,66.3309,tp
336,1981415.219,569590.0101,65.7186,tp
337,1981417.619,569591.7404,66.7949,tp
338,1981420.559,569592.1645,67.4237,tp
339,1981420.529,569594.8842,67.5919,tp
340,1981417.896,569595.2643,66.9305,tp
341,1981417.597,569597.3915,67.0406,tp
342,1981420.395,569597.3735,67.6545,tp
343,1981421.173,569599.3743,67.8664,tp
344,1981419.75,569602.5907,67.4696,tp
345,1981419.246,569605.5229,67.6022,tp
346,1981416.511,569606.0069,66.9596,tp
347,1981416.707,569603.2371,66.7196,tp
348,1981423.091,569606.4161,68.0674,tp
349,1981426.391,569606.135,68.6614,tp
350,1981427.696,569603.8584,68.7937,tp
351,1981424.08,569603.1317,68.3557,tp
352,1981424.315,569600.8855,68.3628,tp
353,1981426.771,569601.005,68.7518,tp
354,1981427.764,569597.7104,69.1567,tp
355,1981424.703,569597.5749,68.5076,tp
356,1981423.424,569595.6051,68.1261,tp
357,1981423.098,569593.668,67.9185,tp
358,1981425.255,569593.7749,68.4808,tp
359,1981425.58,569591.4279,68.4272,tp
360,1981422.883,569591.991,67.8432,tp
361,1981422.516,569589.5738,68.0169,tp
362,1981424.94,569589.5706,68.5562,tp
363,1981424.912,569586.8683,68.829,tp
364,1981422.289,569586.8333,68.2048,tp
365,1981421.52,569584.5236,68.069,tp
366,1981421.445,569584.363,68.0626,tp
367,1981424.006,569584.0386,68.6974,tp
368,1981423.833,569581.0501,68.9427,tp
369,1981421.36,569581.4544,68.0163,tp
370,1981419.015,569578.9354,67.4233,tp
371,1981421.254,569576.6849,68.3443,tp
372,1981423.531,569575.9931,69.3312,tp
373,1981425.795,569575.386,69.8358,tp
374,1981427.091,569577.6919,70.1001,tp
375,1981427.059,569577.8399,70.0806,tp
376,1981425.114,569579.2393,69.5049,tp
377,1981425.497,569582.124,69.3685,tp
378,1981427.833,569582.0197,70.086,tp
379,1981429.038,569584.2217,70.3263,tp
380,1981427.207,569585.7291,69.8173,tp
381,1981427.796,569587.5001,69.7744,tp
382,1981429.649,569587.2736,70.3216,tp
383,1981430.565,569589.8194,70.1996,tp
384,1981428.102,569590.8929,69.3306,tp
385,1981428.726,569592.5616,69.4539,tp
386,1981431.254,569592.6199,70.1979,tp
387,1981431.815,569594.5941,70.1176,tp
388,1981429.727,569595.325,69.5721,tp
389,1981429.788,569597.724,69.6077,tp
390,1981431.933,569597.2982,70.1147,tp
391,1981432.991,569599.6334,70.1031,tp
392,1981430.955,569599.9708,69.6546,tp
393,1981431.056,569602.0784,69.4112,tp
394,1981433.4,569602.614,69.7992,tp
395,1981433.671,569604.8096,69.8379,tp
396,1981430.925,569605.2895,69.2249,tp
397,1981430.461,569606.8937,69.1108,tp
398,1981433.857,569607.2391,69.5501,tp
399,1981437.078,569607.3472,70.1426,tp
400,1981440.354,569607.7049,70.5834,tp
401,1981440.947,569605.4018,70.8798,tp
402,1981438.01,569604.3236,70.4061,tp
403,1981437.403,569601.4768,70.652,tp
404,1981440.024,569601.5293,71.3142,tp
405,1981439.929,569598.6268,71.3964,tp
406,1981436.693,569597.4993,70.9138,tp
407,1981435.587,569595.0361,70.7877,tp
408,1981437.745,569594.3934,71.2971,tp
409,1981437.268,569591.8479,71.2398,tp
410,1981434.168,569591.9083,70.7403,tp
411,1981433.067,569589.0338,70.7048,tp
412,1981434.821,569588.216,71.0843,tp
413,1981434.123,569584.5239,71.257,tp
414,1981432.206,569584.5038,70.8153,tp
415,1981431.097,569581.634,70.7977,tp
416,1981433.733,569580.4748,71.4497,tp
417,1981433.226,569577.0224,71.6252,tp
418,1981430.347,569576.7256,70.881,tp
419,1981429.703,569573.1036,70.9082,tp
420,1981432.248,569572.462,71.7865,tp
421,1981435.122,569571.6827,72.5597,tp
422,1981436.965,569571.2725,72.8791,tp
423,1981437.577,569574.4271,72.768,tp
424,1981435.142,569575.6887,72.1222,tp
425,1981435.841,569578.823,71.9501,tp
426,1981437.971,569578.5286,72.433,tp
427,1981439.257,569581.5508,72.2916,tp
428,1981436.895,569582.7401,71.8024,tp
429,1981437.66,569585.4084,71.6588,tp
430,1981440.794,569585.8807,72.104,tp
431,1981441.645,569588.9109,72.0077,tp
432,1981439.302,569590.417,71.638,tp
433,1981440.185,569593.8168,71.6795,tp
434,1981443.263,569593.9382,72.0582,tp
435,1981444.567,569597.0473,72.1562,tp
436,1981441.893,569598.3179,71.769,tp
437,1981442.608,569601.6233,71.7977,tp
438,1981445.356,569601.4795,72.239,tp
439,1981446.397,569604.2668,72.2908,tp
440,1981444.3,569605.1817,71.8199,tp
441,1981444.287,569607.9476,71.2478,tp
442,1981447.38,569608.1643,72.0686,tp
443,1981451.576,569608.6608,72.7228,tp
444,1981454.422,569608.6338,73.3602,tp
445,1981454.537,569605.5044,73.5285,tp
446,1981450.377,569605.0374,72.8187,tp
447,1981450.233,569602.125,72.8799,tp
448,1981449.633,569599.0959,72.7477,tp
449,1981452.705,569599.277,73.2485,tp
450,1981452.188,569596.5238,73.2957,tp
451,1981449.486,569596.6862,72.755,tp
452,1981448.59,569594.2949,72.7449,tp
453,1981450.906,569593.9084,73.1545,tp
454,1981450.423,569591.4244,73.1589,tp
455,1981447.78,569591.6843,72.804,tp
456,1981447.006,569589.2851,72.818,tp
457,1981449.317,569588.4096,73.2446,tp
458,1981448.293,569585.5281,73.3852,tp
459,1981445.833,569586.0709,72.8639,tp
460,1981444.903,569583.1909,73.0189,tp
461,1981447.146,569582.0671,73.49,tp
462,1981446.028,569579.9026,73.3746,tp
463,1981442.468,569581.0367,72.7453,tp
464,1981440.848,569579.2623,72.82,tp
465,1981442.244,569577.8561,73.1907,tp
466,1981441.381,569575.7384,73.1962,tp
467,1981438.72,569575.6444,72.8708,tp
468,1981436.867,569572.8481,72.8384,tp
469,1981438.94,569571.758,73.0794,tp
470,1981437.538,569569.0325,73.0148,tp
471,1981434.407,569570.2172,72.3995,tp
472,1981441.128,569568.5198,73.5545,tp
473,1981444.442,569566.9678,74.0336,tp
474,1981445.672,569569.1372,74.0374,tp
475,1981443.69,569570.9037,73.6988,tp
476,1981444.408,569573.7744,73.738,tp
477,1981446.861,569573.082,74.0499,tp
478,1981447.949,569575.4438,74.0459,tp
479,1981445.889,569576.5905,73.684,tp
480,1981446.846,569579.7094,73.5281,tp
481,1981449.477,569579.2107,73.8857,tp
482,1981450.653,569581.524,73.8893,tp
483,1981448.5,569582.9271,73.565,tp
484,1981449.165,569585.5401,73.5249,tp
485,1981451.921,569585.6427,73.7928,tp
486,1981453.258,569588.2071,73.8777,tp
487,1981451.338,569589.2688,73.4754,tp
488,1981451.978,569592.2509,73.3753,tp
489,1981454.785,569591.9521,73.874,tp
490,1981455.927,569594.2444,74.0515,tp
491,1981453.706,569595.4872,73.6332,tp
492,1981454.626,569598.2717,73.6669,tp
493,1981457.146,569598.1234,74.1395,tp
494,1981458.287,569600.2896,74.2054,tp
495,1981456.132,569601.0574,73.8738,tp
496,1981456.832,569603.5426,73.9118,tp
497,1981457.545,569605.7318,73.9517,tp
498,1981459.783,569606.4168,74.2199,tp
499,1981461.639,569609.0484,74.0024,tp
500,1981458.627,569608.9892,73.6144,tp
501,1981465.219,569609.3121,74.6883,tp
502,1981468.744,569610.003,74.8775,tp
503,1981468.863,569605.8935,75.422,tp
504,1981465.456,569605.3252,74.9947,tp
505,1981464.31,569602.5975,74.9951,tp
506,1981466.854,569600.6166,75.2747,tp
507,1981465.866,569597.5137,75.2014,tp
508,1981462.061,569597.941,74.772,tp
509,1981460.4,569595.1013,74.5503,tp
510,1981462.931,569593.3145,74.9686,tp
511,1981461.559,569589.3666,74.7649,tp
512,1981457.451,569589.9438,74.336,tp
513,1981455.639,569586.7278,74.207,tp
514,1981458.674,569584.7308,74.6586,tp
515,1981458.121,569581.4564,74.9186,tp
516,1981454.127,569582.2388,74.1701,tp
517,1981452.624,569578.8467,74.2543,tp
518,1981455.264,569577.2257,74.8499,tp
519,1981453.436,569573.6768,74.9948,tp
520,1981451.044,569575.2963,74.3458,tp
521,1981448.945,569572.6535,74.2486,tp
522,1981451.057,569570.2292,75.1253,tp
523,1981448.998,569567.2064,75.2887,tp
524,1981446.346,569568.0717,74.3995,tp
525,1981446.576,569563.6233,75.4424,tp
526,1981449.055,569561.5013,76.3931,tp
527,1981450.203,569560.4575,76.5849,tp
528,1981452.103,569561.3971,77.2232,tp
529,1981450.709,569563.6786,76.2564,tp
530,1981452.027,569566.1774,76.2498,tp
531,1981453.863,569566.1921,77.3056,tp
532,1981455.75,569567.6216,77.274,tp
533,1981453.849,569569.0958,76.4536,tp
534,1981455.634,569570.6288,76.4629,tp
535,1981457.949,569569.1817,77.4326,tp
536,1981459.624,569571.3174,77.4261,tp
537,1981457.613,569573.2252,76.3565,tp
538,1981459.56,569575.6424,76.245,tp
539,1981461.97,569574.9564,77.0752,tp
540,1981463.782,569576.1257,77.1416,tp
541,1981463.265,569581.8788,75.5655,tp
542,1981466.386,569579.7481,76.6207,tp
543,1981468.757,569581.6177,76.8813,tp
544,1981470.61,569579.7316,77.6601,tp
545,1981467.341,569583.7061,76.1026,tp
546,1981469.514,569586.2068,76.1586,tp
547,1981471.953,569584.326,76.9759,tp
548,1981472.989,569586.2747,76.8995,tp
549,1981471.589,569587.3132,76.1384,tp
550,1981472.757,569591.3911,76.4042,tp
551,1981476.412,569591.7783,77.0828,tp
552,1981476.6,569595.162,76.9361,tp
553,1981473.301,569595.7684,76.3662,tp
554,1981473.188,569599.2605,76.1996,tp
555,1981476.847,569599.7119,76.5908,tp
556,1981476.832,569602.9064,76.324,tp
557,1981473.409,569603.4933,75.9659,tp
558,1981473.014,569606.6349,75.8135,tp
559,1981476.249,569606.8141,76.1734,tp
560,1981476.525,569610.039,75.9919,tp
561,1981472.171,569610.221,75.2911,tp
562,1981479.467,569610.311,76.161,tp
563,1981483.107,569610.6732,76.4219,tp
564,1981483.374,569606.8702,76.9494,tp
565,1981479.695,569605.9836,76.544,tp
566,1981479.356,569602.3368,76.648,tp
567,1981482.607,569602.2192,77.038,tp
568,1981483.798,569598.5527,77.6151,tp
569,1981479.694,569597.8461,76.9078,tp
570,1981479.55,569594.7558,77.2738,tp
571,1981482.527,569594.8426,77.7248,tp
572,1981484.037,569592.1667,78.3696,tp
573,1981481.587,569590.0066,78.1377,tp
574,1981484.834,569595.8534,78.3965,tp
575,1981488.71,569596.3837,78.8063,tp
576,1981489.157,569599.2148,78.7011,tp
577,1981486.095,569599.5142,77.9466,tp
578,1981486.163,569602.5452,77.5211,tp
579,1981490.499,569603.6595,78.3466,tp
580,1981490.284,569606.9314,77.8507,tp
581,1981486.6,569607.4142,77.284,tp
582,1981489.751,569611.2002,77.5725,tp
583,1981486.457,569610.941,77.2613,bm1
584,1981493.735,569611.4405,78.4347,pt
585,1981496.606,569611.7707,78.4875,pt
586,1981497.086,569608.5556,78.9512,pt
587,1981493.937,569607.7715,78.3904,pt
588,1981494.028,569604.7113,79.1154,pt
589,1981497.625,569605.6467,79.766,pt
590,1981498.619,569603.7209,80.5447,pt
591,1981497.452,569601.9762,79.1744,pt
592,1981494.368,569602.2663,79.4398,pt
593,1981494.231,569598.2155,79.9029,pt
594,1981500.415,569612.1944,79.0162,pt
595,1981503.983,569612.559,79.3548,pt
596,1981504.93,569610.2967,80.9244,pt
597,1981501.543,569608.0097,80.3835,pt
598,1981502.767,569605.273,81.1597,pt
599,1981505.083,569606.1629,81.4841,pt
600,1981505.463,569609.5513,81.2145,pt
601,1981507.596,569612.4997,80.2119,pt
602,1981508.129,569608.6778,81.8488,pt
603,1981509.713,569610.8095,81.5775,pt
604,1981448.053,569557.6164,76.7881,pt
605,1981447.018,569554.4269,77.0164,pt
606,1981445.478,569552.2215,76.9099,pt
607,1981443.41,569548.7455,77.0875,pt
608,1981439.968,569550.4336,75.8449,pt
609,1981441.267,569553.348,75.899,pt
610,1981442.787,569556.5146,75.7342,pt
611,1981444.93,569560.273,75.5744,pt
612,1981442.627,569562.5823,74.3385,pt
613,1981440.61,569559.8112,74.3706,pt
614,1981439.196,569557.3368,74.5073,pt
615,1981437.13,569554.027,74.6057,pt
616,1981435.371,569551.2584,74.7407,pt
617,1981432.74,569552.2358,73.7975,pt
618,1981434.116,569555.5021,73.5609,pt
619,1981434.823,569557.7971,73.5806,pt
620,1981436.141,569560.7907,73.5489,pt
621,1981437.792,569564.2733,73.5311,pt
622,1981434.752,569565.7714,72.8855,pt
623,1981432.889,569562.8461,72.7954,pt
624,1981431.434,569559.9862,72.7862,pt
625,1981430.326,569557.4258,72.7986,pt
626,1981428.985,569554.6782,72.8257,pt
627,1981426.403,569555.3,72.479,pt
628,1981427.162,569558.167,72.3,pt
629,1981428.584,569560.7812,72.311,pt
630,1981429.794,569563.4379,72.3267,pt
631,1981431.215,569566.2773,72.3045,pt
632,1981432.847,569569.0924,72.2222,pt
633,1981429.677,569570.5034,71.3538,pt
634,1981427.507,569567.674,71.4745,pt
635,1981425.535,569564.6382,71.5041,pt
636,1981423.832,569561.7923,71.1239,pt
637,1981421.765,569558.1842,71.425,pt
638,1981418.699,569558.6645,70.5504,pt
639,1981420.138,569562.2608,70.348,pt
640,1981421.603,569564.5821,70.4331,pt
641,1981422.852,569567.9676,70.3854,pt
642,1981424.208,569570.6572,70.2093,pt
643,1981425.933,569573.4629,69.8169,pt
644,1981423.349,569574.9121,69.1249,pt
645,1981421.817,569572.7297,69.4556,pt
646,1981419.958,569570.1374,69.5312,pt
647,1981417.931,569567.0448,69.361,pt
648,1981416.414,569564.7873,69.3893,pt
649,1981414.93,569561.9575,69.5456,pt
650,1981413.553,569559.9124,69.478,pt
651,1981410.357,569561.6516,68.7177,pt
652,1981411.755,569564.917,68.8503,pt
653,1981413.662,569567.8409,68.6649,pt
654,1981415.096,569570.0533,68.0824,pt
655,1981417.287,569573.0678,68.5066,pt
656,1981419.44,569576.3085,67.9868,pt
657,1981417.601,569578.8124,67.4073,pt
658,1981414.912,569576.0051,67.3933,pt
659,1981413.021,569573.4372,67.1911,pt
660,1981410.847,569570.4943,67.8545,pt
661,1981408.853,569567.6579,67.9952,pt
662,1981406.969,569564.8442,67.7215,pt
663,1981404.086,569565.9708,66.7122,pt
664,1981405.01,569569.0163,66.6808,pt
665,1981406.336,569571.6741,66.5122,pt
666,1981407.945,569574.7487,66.1935,pt
667,1981409.792,569578.1265,65.8353,pt
668,1981411.217,569580.8794,65.8738,pt
669,1981409.025,569581.2478,65.2169,pt
670,1981407.528,569578.6331,65.1312,pt
671,1981406.296,569575.829,65.3418,pt
672,1981403.442,569576.7087,64.1919,pt
673,1981402.126,569574.1035,64.7032,pt
674,1981404.938,569572.4381,66.0397,pt
675,1981404.005,569569.5269,66.3638,pt
676,1981400.799,569570.1495,65.0974,pt
677,1981399.368,569567.3449,65.0052,pt
678,1981398.234,569565.21,64.9534,pt
679,1981394.166,569566.3045,63.7889,pt
680,1981393.995,569568.4075,62.9637,pt
681,1981394.203,569570.3888,62.3946,pt
682,1981391.719,569566.5674,62.9144,pt
683,1981390.322,569567.6606,61.9441,pt
684,1981387.952,569566.814,61.4926,pt
685,1981388.793,569564.56,62.565,pt
686,1981386.731,569562.7064,62.1603,pt
687,1981389.484,569562.8221,63.4929,pt
688,1981391.839,569560.2898,64.7428,pt
689,1981394.274,569559.6716,65.7401,pt
690,1981394.767,569561.631,65.3167,pt
691,1981397.157,569561.8754,65.9475,pt
692,1981397.563,569559.4016,66.8359,pt
693,1981399.94,569558.8272,67.1738,pt
694,1981400.851,569560.9707,66.7992,pt
695,1981403.382,569560.8612,67.2117,pt
696,1981404.339,569558.3743,67.7595,pt
697,1981406.579,569558.0669,68.2548,pt
698,1981407.518,569560.752,68.198,pt
699,1981410.628,569560.7942,68.7588,pt
700,1981410.43,569557.3822,69.0215,pt
701,1981413.092,569556.8488,69.5933,pt
702,1981412.893,569555.1697,69.6682,pt
703,1981412.336,569552.663,69.6892,pt
704,1981414.652,569550.9531,70.4394,pt
705,1981416.245,569553.1515,70.5668,pt
706,1981418.501,569552.1951,71.3588,pt
707,1981417.891,569550.0805,71.5505,pt
708,1981419.813,569548.5742,72.1626,pt
709,1981421.42,569550.5068,72.3257,pt
710,1981424.368,569549.3062,72.809,pt
711,1981423.487,569547.0652,72.8392,pt
712,1981425.632,569545.7414,73.2864,pt
713,1981427.996,569544.7594,73.8837,pt
714,1981429.53,569547.0565,73.8159,pt
715,1981431.668,569545.4529,74.3162,pt
716,1981431.24,569543.1598,74.2638,pt
717,1981433.019,569541.3308,74.6234,pt
718,1981433.937,569543.7676,74.8237,pt
719,1981436.502,569543.4879,75.3433,pt
720,1981435.69,569541.1981,75.3197,pt
721,1981437.458,569540.1729,75.8237,pt
722,1981438.17,569542.4879,75.9537,pt
723,1981516.152,569624.2678,77.4845,t1
724,1981475.725,569621.573,73.8479,t2
725,1981413.756,569467.9906,74.019,bbm  43
726,1981439.146,569537.8849,74.6768,tp
727,1981437.551,569536.0612,74.2513,tp
728,1981434.039,569537.7296,73.3142,tp
729,1981436.016,569541.8561,73.672,tp
730,1981431.565,569543.0504,72.8294,tp
731,1981429.624,569539.2917,72.6393,tp
732,1981425.917,569541.6375,72.2844,tp
733,1981423.877,569538.5202,72.3161,tp
734,1981427.666,569536.3946,72.5436,tp
735,1981430.874,569534.6497,72.8105,tp
736,1981433.311,569533.4852,73.1569,tp
737,1981431.291,569530.3854,73.0097,tp
738,1981426.534,569532.4377,72.4091,tp
739,1981422.919,569534.5678,72.322,tp
740,1981420.767,569530.7872,71.7087,tp
741,1981424.093,569528.4888,72.0498,tp
742,1981427.507,569526.282,72.4218,tp
743,1981426.22,569522.6277,72.1686,tp
744,1981422.114,569523.89,71.7514,tp
745,1981418.63,569525.0278,71.3225,tp
746,1981417.811,569522.1235,71.2576,tp
747,1981420.85,569520.7539,71.607,tp
748,1981424.166,569519.3855,72.4949,tp
749,1981426.31,569517.4859,72.8864,tp
750,1981425.512,569513.8915,73.2057,tp
751,1981420.508,569516.7901,71.6546,tp
752,1981416.166,569517.7768,71.0565,tp
753,1981410.938,569518.4732,70.1583,tp
754,1981412.027,569523.1321,70.3451,tp
755,1981413.694,569526.7592,70.3189,tp
756,1981415.741,569530.4897,70.5998,tp
757,1981417.337,569533.7959,70.8001,tp
758,1981418.749,569536.9626,71.1369,tp
759,1981420.565,569540.6828,71.5092,tp
760,1981416.694,569542.5311,70.5274,tp
761,1981414.902,569539.3723,70.3136,tp
762,1981413.339,569536.463,70.0858,tp
763,1981412.323,569533.7758,69.9422,tp
764,1981411.324,569530.4127,69.9841,tp
765,1981410.112,569527.0935,69.6444,tp
766,1981409.211,569524.4196,69.3419,tp
767,1981408.098,569521.5581,69.246,tp
768,1981407.056,569518.5038,69.0538,tp
769,1981403.896,569519.6716,68.2318,tp
770,1981405.191,569523.1764,68.4416,tp
771,1981406.367,569526.6202,68.9304,tp
772,1981407.538,569529.9157,69.2163,tp
773,1981409.146,569533.7028,69.4326,tp
774,1981410.479,569536.7202,69.5029,tp
775,1981411.602,569539.7443,69.4834,tp
776,1981413.669,569544.1277,69.6174,tp
777,1981410.848,569545.7237,68.4149,tp
778,1981409.015,569542.8695,68.4711,tp
779,1981407.699,569539.4917,68.6774,tp
780,1981405.836,569535.9798,68.5922,tp
781,1981404.183,569532.5055,68.3762,tp
782,1981402.511,569529.1635,67.9775,tp
783,1981400.974,569525.8289,67.6043,tp
784,1981399.079,569523.2428,67.135,tp
785,1981396.138,569524.0979,66.3374,tp
786,1981397.252,569528.0562,66.61,tp
787,1981398.344,569532.0856,66.6572,tp
788,1981399.109,569535.4798,66.6687,tp
789,1981399.919,569539.2972,66.7391,tp
790,1981400.53,569543.1019,66.3701,tp
791,1981401.68,569546.1886,65.9898,tp
792,1981404.407,569545.7109,66.9648,tp
793,1981407.006,569544.4094,67.8316,tp
794,1981407.976,569548.3026,67.5238,tp
795,1981409.387,569552.4528,67.5377,tp
796,1981405.764,569553.672,66.7267,tp
797,1981402.427,569555.2072,66.1757,tp
798,1981403.57,569550.5243,66.3934,tp
799,1981398.445,569551.8218,64.8121,tp
800,1981397.501,569547.9945,64.5804,tp
801,1981396.636,569544.6757,64.6957,tp
802,1981395.797,569541.5259,65.0764,tp
803,1981394.995,569537.9363,65.3128,tp
804,1981394.423,569534.2553,65.5093,tp
805,1981393.217,569530.4193,65.6839,tp
806,1981392.383,569526.8698,65.4825,tp
807,1981391.761,569523.6993,65.5274,tp
808,1981388.145,569524.6696,64.4064,tp
809,1981389.038,569528.6579,64.5558,tp
810,1981389.915,569531.8318,64.6038,tp
811,1981390.489,569535.3436,64.1905,tp
812,1981390.936,569538.0976,63.5839,tp
813,1981391.358,569541.1977,63.464,tp
814,1981391.586,569544.287,62.8753,tp
815,1981392.489,569547.4745,62.7164,tp
816,1981393.026,569550.6837,63.0394,tp
817,1981393.44,569554.3116,63.6765,tp
818,1981393.928,569557.6803,64.2032,tp
819,1981390.055,569555.2927,63.1444,tp
820,1981389.435,569551.1503,62.4628,tp
821,1981388.953,569548.1149,62.0541,tp
822,1981388.596,569544.8006,61.9409,tp
823,1981388.586,569541.6072,62.4208,tp
824,1981388.169,569538.7614,62.5962,tp
825,1981387.387,569535.3044,63.207,tp
826,1981386.696,569531.8173,63.5957,tp
827,1981386.193,569528.173,63.8893,tp
828,1981385.829,569523.9816,64.0159,tp
829,1981381.958,569524.3038,63.2878,tp
830,1981382.326,569528.1795,63.0371,tp
831,1981382.663,569531.572,62.7666,tp
832,1981383.085,569535.2296,62.1854,tp
833,1981383.592,569538.6691,61.5319,tp
834,1981383.822,569541.7348,61.2238,tp
835,1981384.403,569545.585,60.9582,tp
836,1981384.527,569549.8733,61.5074,tp
837,1981385.11,569553.1308,62.0654,tp
838,1981385.098,569555.7286,61.8002,tp
839,1981384.552,569559.061,61.0167,tp
840,1981382.075,569558.5966,59.8959,tp
841,1981381.85,569558.6976,59.894,tp
842,1981380.1,569558.4001,58.9398,tp
843,1981376.585,569558.7047,57.5133,tp
844,1981372.745,569559.7637,56.0094,tp
845,1981371.094,569557.4214,56.1832,tp
846,1981370.367,569553.0377,57.2124,tp
847,1981373.142,569552.2206,58.6669,tp
848,1981374.673,569551.8657,59.7575,tp
849,1981376.249,569548.6546,60.0701,tp
850,1981379.121,569547.9449,60.4386,tp
851,1981378.589,569544.141,59.7335,tp
852,1981379.18,569541.4454,59.0662,tp
853,1981378.298,569538.0321,59.589,tp
854,1981376.678,569534.5504,59.893,tp
855,1981375.511,569532.2609,60.5392,tp
856,1981374.159,569526.8994,61.095,tp
857,1981370.348,569527.7216,59.7785,tp
858,1981371.173,569531.0392,59.2746,tp
859,1981372.078,569534.1593,58.9216,tp
860,1981372.958,569537.0596,58.3146,tp
861,1981373.911,569540.346,57.726,tp
862,1981371.277,569540.5884,57.1243,tp
863,1981369.603,569536.4876,57.8891,tp
864,1981368.834,569533.6359,58.1807,tp
865,1981367.795,569530.2689,58.6501,tp
866,1981364.664,569531.5281,58.206,tp
867,1981365.596,569535.0506,57.6875,tp
868,1981366.722,569538.5631,57.1745,tp
869,1981367.255,569541.4635,56.7531,tp
870,1981368.455,569545.4085,57.0366,tp
871,1981369.525,569548.4576,57.4713,tp
872,1981373.005,569546.9987,58.6798,tp
873,1981372.381,569544.2189,58.0083,tp
874,1981375.369,569543.1183,58.8178,tp
875,1981376.753,569546.076,59.6838,tp
